x0,x1,isRejected,chain_no
-0.8248763550857998,0.1333125887572597,True,1
-0.6572181478918584,-0.05999316017259867,True,1
-0.23653550706741852,-0.5248244742240064,True,1
1.089699144397999,0.07860113860434957,False,1
-0.1935595868340611,0.12237858919700902,True,1
0.553740898595869,-0.9038482738814241,False,1
0.7796437519869351,0.6058166911935342,False,1
0.22915335347987562,0.03888172413590728,False,1
-0.03870472379751208,-0.07548585652012094,True,1
0.3243881751254791,-0.18893456361634417,False,1
-0.4008801123496708,0.15226308511820666,True,1
-0.04466215318993688,0.39618814639451955,True,1
0.022991778410142084,0.13127725174150767,True,1
0.4951019397347157,-0.47455691354701535,False,1
-0.05905464572172795,0.44903376976466114,True,1
-0.23647281314818772,-1.0400739220285018,True,1
0.3826949509306626,0.5520364326944788,True,1
-0.6986467098127492,0.08400177044391068,True,1
0.30057369816681856,0.13992303474603401,False,1
0.5764046527307419,-0.5692738868249764,False,1
0.38813415736270385,-0.07590898045599537,False,1
0.08594589133826425,-0.5568158468098072,False,1
0.06507624050296802,0.3336910645318639,True,1
-0.05081048896922018,0.08733459449774951,True,1
0.13045046597955973,-0.4290570865854131,False,1
0.8527174035610946,-0.0704139066329803,False,1
-0.24938408094407738,-0.2951420470461384,True,1
-0.3227666557947489,-0.6553661877391358,True,1
0.29049951315094025,0.8177694204084458,True,1
-0.14014199169362357,0.3819012619053677,True,1
0.02628850712956115,-0.04427259679024015,True,1
0.7162610182094923,-0.2330261149963536,False,1
-0.05563762350174025,0.17225308738389933,True,1
-0.2713322666515248,0.19339041243414137,True,1
0.5623386277709179,-0.007867937670705396,False,1
-0.4879580834568517,0.24213872473770237,True,1
-0.08698464650417022,-0.4830362218843202,True,1
0.020469239199546387,0.39827272684196213,True,1
0.22065689184076678,0.0782090824020334,False,1
-0.06039461230075123,-0.42260864574075974,True,1
-0.3331145744185674,-0.5944534365146497,True,1
0.8300325954621297,-0.1401703108072451,False,1
0.0904994554092238,0.22676245095247008,True,1
-0.042392782021691694,0.6361916851012482,True,1
-0.26627309699947355,0.13704565058032026,True,1
0.46188780144102104,-0.5948563514505222,False,1
-0.12982403805401954,0.5573936242505996,True,1
-0.003701906584441357,0.9759322589483518,True,1
-0.42239695696372226,-0.05570910519190409,True,1
0.3139676996873139,-0.6445572895281362,False,1
0.3840526928322888,-0.5417246871534164,False,1
0.650561861540138,0.1979990437931118,False,1
-0.28220632608823926,-0.28682852304950057,True,1
-0.463617476530052,-0.2582050863005504,True,1
0.42418385298396133,-0.09474479739668182,False,1
0.33894697238521404,1.1699330024522854,True,1
0.03681727250248673,-0.5672228722345314,False,1
0.19587802305366575,-0.022510291341954057,False,1
0.4963419611723439,-0.10632175379871196,False,1
-0.13858302272138845,-0.6921583517883398,True,1
-0.7495897764463229,-0.4835058825471105,True,1
-0.5620514707260753,-0.27684065054291856,True,1
0.0054148983367086545,0.20589556942089554,True,1
-0.0440655720692596,-0.6138979537513654,True,1
-0.4641527645824598,-0.397370095385587,True,1
-0.04386257897200983,0.3290423083031522,True,1
-0.8718690293904762,0.43176580351730753,True,1
0.2599089637384124,-0.5941618186826303,False,1
-0.11851964616514421,0.05162834033146002,True,1
0.23837504720649264,-0.6490148196698288,False,1
-0.3645531501337484,-0.5323775704971996,True,1
0.26398741818255794,0.07668280740924192,False,1
0.17265844131203378,0.445718397827703,True,1
0.1848775105531229,-0.046266587546242834,False,1
0.6163120651721502,0.30679778004345887,False,1
-0.23146585198572642,0.05510176289020487,True,1
1.199384835095015,0.05889558325633669,False,1
-0.05591432222003876,0.222893182181684,True,1
-0.155957486005405,0.7151215649966668,True,1
0.20359011486106024,0.2672930854113865,True,1
-0.1878934852187986,-0.24454923712853535,True,1
-0.33457468807422414,0.022070600850786555,True,1
0.0903690017501648,-0.21833899207018026,False,1
0.36452247342313326,0.34365194894456,False,1
-0.1293985817048104,0.5276061983365808,True,1
-0.08918069266230744,-0.11696162328960139,True,1
-0.09122629683458292,-0.23818690037301474,True,1
0.18673952828759052,0.08171734628167703,False,1
