x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,isRejected,chain_no
9.838796345346672,4.660152849024795,2.3705027386120703,2.6587459302764556,-0.23912159112996056,5.7931410166955875,-0.9292344608150601,1.8962468526356484,-2.543091572327297,1.7592249775585604,0.9137771271391589,True,1
3.032883945823515,3.8703814922096154,-2.106138948411869,8.829487560551664,-4.884779912946587,0.8129127012169343,-0.24563384133160016,6.48641713319045,6.32682227063707,0.9489996226195222,2.172018234630598,True,1
7.073130270232284,-1.3635486468287916,1.2429242203142692,-1.143262035944768,-3.5395173741471373,2.9809304945811337,-0.970813966754596,-1.9397595890333004,4.598009183062788,-6.672755926010195,1.6988618282010366,True,1
0.4347680296299028,-1.1450410970211156,-0.9962078248091865,-4.027819881185334,3.2614945981253767,-5.244833030519867,-0.3389148115182933,-2.376679947574836,2.375856877687336,-1.480997233300609,-3.5175824339641393,True,1
2.101499408341547,0.6130945467077217,5.990126264631935,2.9056305375534643,-0.9061654392213344,-1.8316433584432938,-0.853154464892525,-1.8119552671329293,-1.500166924701739,-0.10122101601236422,3.0539989192109354,True,1
7.086578387343516,-2.5964496636264145,0.792364070727551,3.206063734944906,0.8944424236034536,4.804706611649703,-4.069527033028139,2.3603199910801336,-1.535894071431114,-2.794968075688091,-1.3210762383074517,True,1
3.9259787478160337,-2.587280110943102,7.332237460673693,6.112984604115256,-4.85255007356385,2.0225303436117357,0.18005332474246216,3.096955931756848,2.6870066014365674,3.376139638465424,4.104171640522626,True,1
-1.5894399885793171,1.4753930363529595,4.167495859237195,1.8456205326834638,3.0026468632395154,0.6842191886976509,6.956014514018991,1.3550021391502924,2.43092393707419,7.256941563081106,-4.127595535087265,True,1
4.311291712921117,-3.945820436271801,3.6604405188506304,-4.894023472135443,-3.4826299622098285,-0.11742534031422769,2.644276021692498,-5.470389542086805,6.527090627096042,7.185491428752009,5.505254448110814,True,1
5.296354894911265,-0.26302293760011886,3.531729220728486,4.002352865371077,-0.14213204044264005,2.8872838148298494,3.8036415624805153,2.265726189500127,-3.0491501251312805,1.4720108546778818,5.6330335609903255,True,1
1.2527556546421261,-0.8209672281689321,6.954688508495106,-0.7840335486055025,5.329088430823906,-2.3406123957830682,0.7394784769250701,-3.8205903612343866,-1.4493676856268214,-3.924255688208817,1.5131206673160866,True,1
2.0595484186726605,2.1606138675874247,-3.386911130794702,-4.898207030378563,2.0274345089544643,1.254252371176387,2.755451955918881,9.590251429035467,4.41101288801604,-2.9483596040454008,4.868834489632528,True,1
-1.5742929354416426,-1.2479045624364629,-5.076723047516229,0.3460865031953185,-6.187512787511965,-1.6578954317129604,-2.950193812418585,6.332907997682515,1.6772353342559754,-1.337914298623788,7.406819516172499,True,1
-7.824788293690548,-3.7576502773576936,3.684688239937291,-3.1059028349750144,-5.214759703899378,4.982202855152557,1.5944277447883937,4.252907707582069,2.1270186937430564,3.5108732522706005,-1.5845183774628713,True,1
0.9442893569129286,1.6702793070114077,-2.7360935787891925,3.6774510995417584,0.7679749577520061,-4.777654970997775,-6.499545342275355,-3.2603910683815727,-5.467779169891055,-0.670033231145264,4.6168601582134645,True,1
1.461158527916813,-3.3158098225414245,0.7931659153742004,-2.1545217538313968,6.05565807257349,-4.073033607423931,1.4123228843872102,0.7483907142517208,-3.299878506254341,2.2934013297666787,0.16558092912145905,True,1
1.9807379070712672,1.5971564102979543,0.9821294558876392,-2.483051648226918,2.222226578006564,0.9748058001575547,-3.203534305496163,-2.0283664817587934,1.7194886058003482,2.2940815680666558,-1.761066059781287,True,1
3.883839700999022,0.6263990123163043,-2.0910494425291195,1.5666079695047164,0.06540587714210822,3.9680471276046165,1.5954336967109448,3.7618700624798427,-0.7387669425851628,-3.063787315275836,-0.7049563421066374,True,1
-0.9984077487154146,-12.113714268349643,-4.299758689539967,5.747980545133423,1.2579791395725048,-0.2945786086950779,0.6214403253542712,-4.145996693150112,0.008559715978955773,-0.27129436019814424,-1.7368875664163372,True,1
4.70188156347847,-4.482632951413821,-1.1978541982003645,-1.4365612044641227,1.9422374681931078,-3.5741717630833247,3.288960282504168,6.346641588175576,-6.591782580798364,1.939285886165846,3.262439365943061,True,1
-3.330387956921607,-2.520193511707681,7.615679763139929,-1.1333157284925153,-3.5513208892765715,4.237922232891742,-3.7935158741581674,-0.7015873873639459,4.64740529833916,2.987313451222091,-1.8656856356410234,True,1
3.6130485757766624,-5.062535783900629,2.830648109812943,-3.794453107914809,-1.426224893851305,-1.5306521272776985,0.24571657987884857,-6.17564829055767,1.6527046387985034,2.295643755820628,1.1144656557956787,True,1
0.2789928543141185,-1.0861497686921249,11.92335000802442,3.6793358414173967,-3.7912758756964693,4.083589447403412,-0.5922060555916117,-2.669366528922077,1.322044182049691,3.688479847967493,4.510131282768325,True,1
0.12943268672585834,-1.810792578040608,6.210539624068805,1.5900376474537175,2.6459347951743,-3.1692806733697285,4.85826751860455,3.4096093013340574,5.715401498413273,-1.9090780738659854,-0.9640239442992105,True,1
0.3601185885321686,2.784945124297257,4.500355925812068,1.5362076369167608,2.6841062463473384,0.4319092307116177,5.024072822315001,1.974900267628151,2.41850066344092,-3.4606449679810702,-1.5423633353528707,True,1
0.006690390077795705,3.147487615788907,-1.0788638478965757,-4.325160237623153,-4.491864096822172,3.1781661203856397,-0.14485583797118162,0.40376230799227686,4.897427652314388,-3.729472683136336,-1.875248759873946,True,1
-2.0774588254362034,0.2822405377247611,-2.346860225557777,-2.079141768793226,-1.6697805142312405,-0.7545276152656039,1.502051457751994,1.1577009881387357,0.8959397657296573,0.7485776083846762,2.3542205094406286,True,1
-3.2464121615444914,-1.8569666405028333,4.0456650222103,3.272120602843803,-3.915994287154732,3.468267480586145,-3.883577125442917,-8.814205667906025,3.1767290244127686,-6.025559110721899,2.4376358236742535,True,1
-6.040413338134364,-3.3078263508696977,4.539577096413973,-1.3484961561002176,-0.6039163801928683,2.6912421756016944,3.1940999930643104,-2.980478626066767,1.162492311712929,0.0028245112106623504,-0.4916503069681786,True,1
2.701580360487536,5.6957306119464395,-1.9137261475356282,-1.8359884567659228,-1.47868619056015,-6.081309745005111,-1.3070179034850837,-0.8589707203469291,3.2279705494548496,2.9328101130675543,0.8054887832475477,True,1
3.580461929936784,4.5244373654966825,-2.1746942519606645,0.2330588737966982,-2.4597124701644715,-1.0726705203826845,-3.3330588432761115,0.047941510815171506,-4.913725868556266,5.605138446424358,-5.505932845596054,True,1
1.8600745024711,-0.040009051626077374,3.815416405166499,-5.653203057930831,1.8372285345308859,-7.586915324251335,-3.2945627680072604,1.0327745149987664,-5.083347362974101,-3.213672673721372,-4.580472739159427,True,1
-2.330341200763131,5.048728060266589,-2.832697298173379,0.0768447889657391,5.067864191169524,-2.2850366951875896,4.168993902517005,6.3955200926056675,-2.4065344307998187,2.787979599952623,5.485524886103545,True,1
-3.667181157448116,-5.739975978598743,1.9002719195864008,3.517880535077609,0.6387331998518541,-0.02955178611744047,-2.5103297685370056,-4.388078652624285,3.88475027559213,-0.7448262045909594,-0.06042827655181382,True,1
4.447961373438652,5.142959128445437,4.780987004767966,6.671059420776505,2.1698326107272257,0.9807365419736453,0.5932724018228407,5.871291841671428,4.977162265526113,-1.907789191180889,0.31971864556020063,True,1
-2.7308553527640558,-1.362799628793756,1.5879142716054229,-1.1591030600956862,-4.748052513571943,3.817610840239959,1.4481696676010598,-2.652758681340289,2.112745556983786,3.3822293678075326,0.8110431970753317,True,1
2.4435464580886244,0.250601124592485,-2.46682826360248,-1.2629844499484744,-0.07646821842727658,4.249993520281009,-2.1851191274032966,7.965600680251758,1.7680910453980152,-1.3506548310150333,1.6628120984991608,True,1
2.0294083957599627,1.952189423410617,7.979572375491154,-1.166471103081907,-7.611605892738132,1.373339831738754,0.252884286752612,-0.9971715043808921,-2.6090662261584807,-1.2196002357520621,1.4536103047277122,True,1
-6.082406727362209,0.028934984803566932,0.9278568836125809,-5.314804560381631,-2.1587770950973444,-7.198337152702171,0.8985959105745805,0.732526783752082,4.660072578713211,-5.976088969135236,-3.108206445653327,True,1
6.590838813883739,5.53003896487317,-2.618065311635559,4.664251518475072,2.2340582534943665,3.461525825737142,4.195038936319793,-2.425212846968464,-0.585096556068311,3.531916960174624,-8.90128465127584,True,1
1.3027204496639202,-2.588040727875874,2.991681533173711,2.228741503031735,-5.615603177279589,-4.410925822107349,2.060492707066694,-2.1989073410254156,4.224121466157047,1.795119769964875,0.7729849457965872,True,1
-2.846197477261459,-1.6885289624658442,-1.2741905996093155,-3.1709696618019847,0.13948494015479945,2.042867482611435,0.3126028873210609,4.893438987462244,0.10877508559347093,-0.8847533627939782,-1.3299049024575225,True,1
6.605843726054849,-2.825647244965705,5.319785989951707,-2.881597777983739,-4.0020902972490395,6.754707410405488,7.647767223752806,-3.4043209961861995,5.658032557013286,3.565414758933994,-2.807028828683723,True,1
0.889940551059736,-5.421257120182263,-2.641982080976748,1.4286137405925958,-2.8201741400018476,4.0650041049703445,5.5925833382993595,-7.75721920329502,4.117453657317444,-7.791113295289562,2.2571965891622137,True,1
0.6026855999744741,-0.71214524728165,-0.814968083518464,4.37790132579798,0.3066015360059319,0.47166550373418825,-0.574714552959993,-0.8315243774341273,0.2872095865704918,1.0967253428493087,6.224322758481186,True,1
1.7344925234463322,-0.6887664280977702,-1.017238363944828,4.480303341553865,-8.917369232817046,4.957926007768899,-1.8688615054561684,1.490112290234021,1.3152357096133978,3.823450153980215,-0.18499578567635444,True,1
0.6142888653688852,-7.626812312150637,-4.795021339674062,-4.394296602563326,0.318003621098681,-5.6227344077479735,-3.770531577392215,4.326535460876193,-2.7904605381701044,0.6226472246160341,2.289941598179068,True,1
-3.7177822942487353,2.0100549462356656,2.8543992996071115,0.5763750140460504,2.3472201601984124,2.302198094186903,-6.240965288903848,1.0268438857541256,3.7665065487253973,2.5365028645067738,-0.5363596183107184,True,1
3.5869960013599926,-0.8240370899585973,-7.613489891363803,-5.608009821364588,3.3279822693866414,-0.6045394189766421,1.7824914232870053,0.5361533555646427,3.2955510292454955,4.257502913253024,-2.03186667233082,True,1
-1.991642843314716,-0.07667656389634936,2.228448741837654,-0.8873366602492773,-10.694767350680827,2.628982516631103,2.040094006765648,0.09044824737315138,-2.993070904951532,1.6674389228127353,2.175934735487556,True,1
-1.2012991748676634,-2.356127483875111,0.11239956625878633,-2.2190781180644743,1.0200275742551441,-2.7843957200880145,2.46824338560198,-4.445148657261356,0.3641340512699719,2.7801653894069225,-2.1326587688174143,True,1
-2.4718729784478106,1.135479103333756,-0.7811252284400741,-5.814716939006794,-4.333181253171048,2.8545824199665644,3.706366558525025,0.4103064655852,2.441043374448845,1.2004705249179017,1.9948489228489084,True,1
-4.811417579110164,3.799684109715144,-1.5295318434028942,-1.3896254621585644,5.85343060462068,-1.5012359701719964,-4.6733687498410195,12.051006818523286,2.151883872442138,1.7891650750513577,2.0474767466279804,True,1
-3.500186310062686,3.709363926376609,5.566575553201761,0.214988856436041,5.415384724633409,4.421490198724197,-3.198588926091699,-3.5537025665329205,-0.1494545176676052,4.139056066796996,0.5278774604886467,True,1
-5.874555848016038,-3.86909850790003,4.250310472752082,0.6914971057535232,2.27958485888132,1.504862004265358,-2.6813555704188086,2.9240058845635564,-3.21488120806929,0.19196724512828006,2.8161875351939947,True,1
-0.10423532173681238,-2.6893149580270594,-4.007436098151661,2.196468371131606,0.7809757300949935,-0.9899094607179283,-1.932496224953224,0.8062786674537794,4.902723518111615,-6.931945842745263,2.167324339188423,True,1
-7.050960079895046,-5.317501268882062,3.0971151045618455,-0.3125918072998415,3.7831246796126203,4.067330741758715,2.7069413264812585,-5.24340020262113,3.3771075366969123,2.662893817100294,5.1349208752547755,True,1
-1.9439977489009417,-1.6809030472736701,-9.74336056818102,8.271170411412312,-5.456051373253354,0.515340650776849,9.127307743214782,2.098378161183545,4.42841238898859,-5.100305959417474,-5.696759346695363,True,1
-3.6756348828715417,-1.507357718776627,-3.055205379500491,-1.320297921197712,-6.772728142262491,4.269412517904298,4.8602865861535935,-1.8175098992164611,4.973358107442395,-4.3426563479006,-7.607131744226122,True,1
10.22793146940446,5.332723475396414,1.3747274725429985,-2.0280797536552773,2.9055629808335284,-1.8956981735262959,-0.6223622066714213,5.7381798410287175,0.5939853358075217,-2.5480245449711654,-0.9031075356568798,True,1
-0.6358541566520262,1.749191217780257,-2.309661501874501,6.263443821709842,4.509683479232795,-2.8894214418199926,4.938872071881759,-2.3496884664430397,-1.0258962945318528,2.6045725196779914,-2.372056886035673,True,1
-1.5177824574717804,9.829970795664995,-7.592660640483973,2.6035143360163,-4.26496108833382,0.26504036911102796,-3.168619878839438,-3.406572712279522,-3.1980537379115805,6.789140979984291,0.30631729665265384,True,1
1.848233924051112,2.8134716265707107,0.7298600626840585,0.5464883230318088,1.0120516373654378,-4.45696356261498,-3.2746346260739765,-3.084430551977487,3.703941877597594,0.9751732686882072,3.0689616583351373,True,1
3.653009670498302,0.6609587491277545,3.600895046212205,2.992465326631718,-2.158740996574701,0.7910426943073635,-5.281943483382157,-0.7554830846421404,1.9334238691277905,3.022758320968741,0.881559295237542,True,1
3.793590912743994,6.9036250562185355,0.5530229675312319,-0.46321764353878836,0.6256708327907619,4.463823196517022,0.808580444613531,2.936369202325034,-0.2071837621919712,-1.7797850581415346,-0.6391823679547703,True,1
0.4194885663031816,-5.24315568617572,0.3577237117286394,5.98103244456875,2.3264134805452596,2.8794283665353824,-4.4588758371154125,2.6324520473481914,1.5055037325383143,2.314456638746453,2.3343195073198784,True,1
0.24365734046801024,-3.2474508415868133,-4.0273236409625,-2.282870977659882,-1.7761953104696198,-0.7393734772122168,-3.7512774472349957,1.1936027767089803,4.696037435538217,-5.015097219538308,7.730562604660432,True,1
-2.6387961880701054,2.5330806434648463,0.5071617097651296,-5.61715641836883,0.013153962996537316,-1.297694092046441,2.792038959391243,4.58499788121087,-1.437858552877236,2.093047623937016,7.127683379635518,True,1
0.5740698826210472,-0.3845819347685925,0.24832049037263176,1.251080176753676,2.5287315236321883,-2.8067515882592966,-0.6986686928556515,-0.996413431231919,1.1668471744050835,1.075610698106002,-8.16945733943815,True,1
2.364006943356942,1.9009634640284987,4.242244005961566,0.6565798418324869,0.16946303800758983,0.8341426541767512,3.603146906413454,-2.204596907457019,-0.2250308006926065,2.1005224975154366,1.9285068492553321,True,1
0.892330904194584,2.1096292355299173,-5.970160696852254,2.234065599605202,-0.09832648329286364,1.6031243736655214,0.8046181486998596,6.369170185878564,0.790541750503903,-2.33971832982485,-4.257500172244959,True,1
-0.500161854218673,-3.0539579555338534,-0.9913680556500831,-5.451940138389826,-1.0585072570094818,-1.307841987478226,0.530316221868001,5.10454471208525,1.59330388069999,0.46031789672430995,1.1547338062447625,True,1
4.744271778368805,-4.425203428973298,0.9542977583714208,0.37286072404968684,-2.846478946152913,5.033464964871955,-0.4544822330500562,1.5560112572969889,-3.921528473862666,-1.5034909628986517,-1.6203181239882833,True,1
1.6635210277783408,0.9011724774636262,-5.946173464865838,5.386468177631678,-3.0971586490139584,0.8645097064410637,-0.338121902148936,-1.8899449677350382,-2.276734738220135,3.801296202792255,-1.1268631267394151,True,1
5.384070852720783,3.2958762879664683,-0.3070767814626939,-3.6850518959172978,0.6119838746024591,-0.3559945822163989,5.444972678433836,-0.18901055015781953,0.16790113509128812,2.0611899977797266,-0.297038202448886,True,1
-8.301875532703257,-4.620134945781721,-1.8917917727070446,1.8864220534781788,1.1182919845567847,-2.462917456908947,7.090528351729744,-1.0119928238937321,-3.3604432945011355,3.8899724232071855,5.642804427952505,True,1
