mh_biv,hm_biv,mh_ban,hm_ban,rej_biv,rej_ban,mh_lr_2,hm_lr_2,rej_lr,mh_lr,hm_lr
5.902211666107178,2.77082896232605,4.720665693283081,8.682080030441284,2.9742672443389893,8.25244927406311,1.7859606742858887,24.76226234436035,6.03130841255188,1.9106144905090332,17.12626838684082
